ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max
002239.SZ,20210715,20210630,扭亏,208.04,260.86,4500.0,6700.0
002246.SZ,20210715,20210630,预增,60.0,85.0,5057.0,5847.0
000038.SZ,20210715,20210630,预减,-67.33,-59.16,2400.0,3000.0
000040.SZ,20210715,20210630,续亏,3.89,28.81,-27000.0,-20000.0
000048.SZ,20210715,20210630,预增,225.87,269.31,45000.0,51000.0
000059.SZ,20210715,20210630,扭亏,197.1469,204.6197,65000.0,70000.0
000100.SZ,20210715,20210630,预增,438.0,471.0,650000.0,690000.0
000403.SZ,20210715,20210630,预增,170.0,200.0,16994.0,18882.0
000416.SZ,20210715,20210630,预减,-65.15,-65.15,560.0,560.0
000420.SZ,20210715,20210630,扭亏,147.9,152.81,3900.0,4300.0
000918.SZ,20210715,20210630,续亏,29.7549,29.7549,-43000.0,-43000.0
000407.SZ,20210715,20210630,预增,117.9,169.17,17000.0,21000.0
002164.SZ,20210715,20210630,首亏,-118.29,-118.29,-20500.0,-20500.0
002446.SZ,20210715,20210630,预减,-98.0,-96.0,100.0,150.0
000809.SZ,20210715,20210630,续亏,-26.2095,-5.1746,-6000.0,-5000.0
301011.SZ,20210715,20210630,预增,2426.53,2594.96,3000.0,3200.0
300329.SZ,20210715,20210630,预增,180.0,210.0,2360.0,2613.0
001965.SZ,20210715,20210630,扭亏,1215.19,1257.81,268336.0,278592.0
000910.SZ,20210715,20210630,预增,80.0,100.0,28518.0,31687.0
000955.SZ,20210715,20210630,预减,-96.91,-95.37,500.0,750.0
002767.SZ,20210715,20210630,预减,-81.01,-71.86,135.0,200.0
002949.SZ,20210715,20210630,预增,56.5,73.1,6150.0,6800.0
002796.SZ,20210715,20210630,首亏,-155.45,-140.05,-1800.0,-1300.0
601515.SH,20210715,20210630,预增,60.0,100.0,41210.0,51410.0
000970.SZ,20210715,20210630,预增,297.88,377.46,10000.0,12000.0
000034.SZ,20210715,20210630,首亏,-157.454,-153.3502,-14000.0,-13000.0
000423.SZ,20210715,20210630,扭亏,253.0,296.0,12834.0,16457.0
000519.SZ,20210715,20210630,预增,64.25,83.41,30000.0,33500.0
000521.SZ,20210715,20210630,扭亏,116.6563,119.9876,3500.0,4200.0
000523.SZ,20210715,20210630,续亏,21.7391,43.4783,-9000.0,-6500.0
000524.SZ,20210715,20210630,续亏,23.03,34.76,-10500.0,-8900.0
000540.SZ,20210715,20210630,预减,-94.63,-92.33,3500.0,5000.0
000981.SZ,20210715,20210630,首亏,-1733.67,-1424.6,-37000.0,-30000.0
000995.SZ,20210715,20210630,首亏,-497.55,-398.16,-1200.0,-900.0
000607.SZ,20210715,20210630,扭亏,375.0,459.0,4600.0,6000.0
000608.SZ,20210715,20210630,续亏,86.3014,90.2153,-700.0,-500.0
000619.SZ,20210715,20210630,首亏,-334.2209,-260.2564,-950.0,-650.0
000620.SZ,20210715,20210630,续亏,-32.7501,-23.9001,-75000.0,-70000.0
000638.SZ,20210715,20210630,扭亏,170.07,205.11,800.0,1200.0
000665.SZ,20210715,20210630,续亏,-388.59,-331.11,-8500.0,-7500.0
000695.SZ,20210715,20210630,续亏,-73.6169,-15.7446,-2100.0,-1400.0
688608.SH,20210715,20210630,预增,278.51,278.51,18500.0,18500.0
002816.SZ,20210715,20210630,首亏,-392.3077,-330.7692,-1900.0,-1500.0
000993.SZ,20210715,20210630,预增,350.29,554.97,5500.0,8000.0
000965.SZ,20210715,20210630,首亏,-239.79,-214.37,-11000.0,-9000.0
000520.SZ,20210715,20210630,预增,564.81,672.04,3100.0,3600.0
002818.SZ,20210715,20210630,预增,38.34,51.21,43000.0,47000.0
601908.SH,20210715,20210630,预增,83.0,105.0,41896.0,46896.0
002510.SZ,20210715,20210630,扭亏,111.9166,117.8749,1000.0,1500.0
002207.SZ,20210715,20210630,续亏,24.1447,36.7873,-1800.0,-1500.0
002159.SZ,20210715,20210630,扭亏,101.7654,107.0615,200.0,800.0
002094.SZ,20210715,20210630,扭亏,180.4896,220.7344,3000.0,4500.0
002218.SZ,20210715,20210630,预增,44.49,72.31,13500.0,16100.0
002015.SZ,20210715,20210630,预增,30.62,59.14,45800.0,55800.0
688007.SH,20210715,20210630,预增,738.78,817.42,12018.0,13144.0
688313.SH,20210715,20210630,预减,-62.7,-55.6,1050.0,1250.0
000584.SZ,20210715,20210630,续亏,-144.98,-111.19,-5800.0,-5000.0
000609.SZ,20210715,20210630,续亏,-1318.8422,-901.5357,-8500.0,-6000.0
002491.SZ,20210715,20210630,扭亏,145.1553,157.4703,5500.0,7000.0
002033.SZ,20210715,20210630,扭亏,137.31,153.9,900.0,1300.0
002721.SZ,20210715,20210630,续亏,4.49,29.41,-23478.0,-17353.0
002707.SZ,20210715,20210630,续亏,-2.0847,31.9435,-18000.0,-12000.0
002694.SZ,20210715,20210630,续亏,-159.3674,-72.9114,-5595.0,-3730.0
002681.SZ,20210715,20210630,首亏,-116.31,-111.29,-13000.0,-9000.0
002679.SZ,20210715,20210630,续亏,-38.42,28.02,-5000.0,-2600.0
002714.SZ,20210715,20210630,略减,-12.83,-5.42,940000.0,1020000.0
000667.SZ,20210715,20210630,首亏,-1284.2865,-937.6661,-41000.0,-29000.0
000758.SZ,20210715,20210630,预增,37.86,79.22,11000.0,14300.0
000712.SZ,20210715,20210630,不确定,-110.0,-90.0,-1629.0,1629.0
002131.SZ,20210715,20210630,预增,240.0,270.0,88924.0,96770.0
002280.SZ,20210715,20210630,扭亏,210.57,261.61,13000.0,19000.0
002285.SZ,20210715,20210630,扭亏,191.2401,200.6325,6800.0,7500.0
002292.SZ,20210715,20210630,扭亏,110.01,115.01,500.0,750.0
000023.SZ,20210715,20210630,扭亏,128.0,143.0,400.0,600.0
000046.SZ,20210715,20210630,续亏,-71.4689,2.0177,-70000.0,-40000.0
000820.SZ,20210715,20210630,扭亏,1109.3724,1614.0586,130000.0,195000.0
000968.SZ,20210715,20210630,略减,-19.84,-15.01,16600.0,17600.0
002161.SZ,20210715,20210630,续亏,27.7729,44.4407,-13000.0,-10000.0
000737.SZ,20210715,20210630,预减,-89.77,-86.57,960.0,1260.0
600429.SH,20210715,20210630,扭亏,231.7652,254.6868,13348.0,15670.0
000008.SZ,20210715,20210630,续亏,48.6301,55.4795,-15000.0,-13000.0
000402.SZ,20210715,20210630,预增,130.0,150.0,57798.0,62824.0
000669.SZ,20210715,20210630,续亏,87.0648,92.6888,-2300.0,-1300.0
002528.SZ,20210715,20210630,续亏,-53.91,-28.25,-12000.0,-10000.0
002426.SZ,20210715,20210630,预减,-94.72,-92.95,3000.0,4000.0
000599.SZ,20210715,20210630,续亏,40.6475,51.6387,-2700.0,-2200.0
000553.SZ,20210715,20210630,预增,61.2,92.8,33000.0,39400.0
002099.SZ,20210715,20210630,预减,-78.16,-71.76,5800.0,7500.0
000570.SZ,20210715,20210630,预增,315.31,387.54,11500.0,13500.0
300250.SZ,20210715,20210630,预增,85.2,131.5,1600.0,2000.0
000007.SZ,20210715,20210630,续亏,89.2652,92.2844,-320.0,-230.0
000004.SZ,20210715,20210630,预增,100.0,150.49,515.0,645.0
002738.SZ,20210715,20210630,预增,119.94,146.6,16500.0,18500.0
000020.SZ,20210715,20210630,预增,121.13,184.31,700.0,900.0
000678.SZ,20210715,20210630,扭亏,135.181,135.181,1100.0,1100.0
002336.SZ,20210715,20210630,续亏,-161.1657,-125.8731,-37000.0,-32000.0
000835.SZ,20210715,20210630,续亏,-107.0,-58.0,-8500.0,-6500.0
002360.SZ,20210715,20210630,预增,50.0,80.0,6789.0,8147.0
000056.SZ,20210715,20210630,首亏,-205.89,-170.59,-3000.0,-2000.0
000911.SZ,20210715,20210630,预减,-90.04,-85.06,400.0,600.0
000901.SZ,20210715,20210630,扭亏,119.056,128.5841,2000.0,3000.0
002467.SZ,20210715,20210630,预减,-65.0,-55.0,4620.0,5940.0
002619.SZ,20210715,20210630,首亏,-293.7305,-229.1538,-7246.0,-4830.0
002177.SZ,20210715,20210630,首亏,-196.4603,-157.8762,-2500.0,-1500.0
000836.SZ,20210715,20210630,首亏,-1963.7993,-1820.4301,-5200.0,-4800.0
002193.SZ,20210715,20210630,首亏,-414.0,-320.0,-4800.0,-3360.0
002562.SZ,20210715,20210630,首亏,-113.6225,-110.4788,-975.0,-750.0
002575.SZ,20210715,20210630,扭亏,161.6,190.03,650.0,950.0
002640.SZ,20210715,20210630,预增,65.84,121.12,45000.0,60000.0
000611.SZ,20210715,20210630,续亏,-11.22,25.18,-2200.0,-1480.0
002464.SZ,20210715,20210630,续亏,-647.417,-559.4856,-17000.0,-15000.0
002950.SZ,20210715,20210630,预减,-67.35,-60.0,23233.0,28466.0
002992.SZ,20210715,20210630,首亏,-306.92,-285.13,-9500.0,-8500.0
000803.SZ,20210715,20210630,预增,355.95,583.92,1200.0,1800.0
600110.SH,20210715,20210630,扭亏,1173.8473,1286.8839,19000.0,21000.0
600163.SH,20210715,20210630,预增,113.0,136.0,29965.0,33144.0
002485.SZ,20210715,20210630,续亏,92.8701,96.435,-400.0,-200.0
002041.SZ,20210715,20210630,预增,39.6,109.4,8000.0,12000.0
000720.SZ,20210715,20210630,续亏,48.2875,58.8952,-3900.0,-3100.0
600547.SH,20210715,20210630,首亏,-217.9821,-217.9821,-136000.0,-136000.0
600103.SH,20210715,20210630,扭亏,808.72,966.24,10078.0,12318.0
002196.SZ,20210715,20210630,扭亏,121.54,132.31,600.0,900.0
002365.SZ,20210715,20210630,预减,-55.0,-45.0,4226.0,5165.0
002872.SZ,20210715,20210630,续亏,41.4028,55.3545,-4200.0,-3200.0
002799.SZ,20210715,20210630,预增,75.0,102.0,7244.0,8361.0
000039.SZ,20210715,20210630,扭亏,2288.2197,2616.4527,400000.0,460000.0
000070.SZ,20210715,20210630,扭亏,129.3646,136.7058,1200.0,1500.0
000158.SZ,20210715,20210630,续亏,29.84,41.53,-6000.0,-5000.0
002266.SZ,20210715,20210630,预增,222.14,256.71,120200.0,133100.0
000885.SZ,20210715,20210630,预增,1196.71,1618.15,40000.0,53000.0
300582.SZ,20210715,20210630,预增,90.0,110.0,7529.0,8321.0
300151.SZ,20210715,20210630,预减,-51.66,-41.99,5000.0,6000.0
002105.SZ,20210715,20210630,预增,142.14,197.17,11000.0,13500.0
001203.SZ,20210715,20210630,预增,735.99,816.57,83000.0,91000.0
002910.SZ,20210715,20210630,扭亏,1112.607,1618.9104,2000.0,3000.0
002569.SZ,20210715,20210630,扭亏,164.6329,190.486,2500.0,3500.0
002447.SZ,20210715,20210630,续亏,-253.2636,-253.2636,-1070.0,-1070.0
000585.SZ,20210715,20210630,续亏,6.9374,23.8579,-1100.0,-900.0
300289.SZ,20210715,20210630,扭亏,301.42,351.78,1200.0,1500.0
003038.SZ,20210715,20210630,预增,40.0,62.85,4900.0,5700.0
002260.SZ,20210715,20210630,首亏,-212.7886,-195.3772,-2600.0,-2200.0
300687.SZ,20210715,20210630,略增,10.0,20.0,5082.0,5544.0
300719.SZ,20210715,20210630,首亏,-141.78,-132.14,-1300.0,-1000.0
000510.SZ,20210715,20210630,预增,261.75,301.17,15600.0,17300.0
002313.SZ,20210715,20210630,扭亏,116.1772,121.5695,900.0,1200.0
000036.SZ,20210715,20210630,预减,-72.88,-66.11,12000.0,15000.0
000977.SZ,20210715,20210630,预增,75.0,115.0,71000.0,87200.0
000616.SZ,20210715,20210630,扭亏,134.1,151.15,1029.0,1544.0
000633.SZ,20210715,20210630,预减,-95.79,-93.69,36.0,54.0
000525.SZ,20210715,20210630,预减,-54.99,-47.49,3000.0,3500.0
002339.SZ,20210715,20210630,续亏,19.5,42.5,-2800.0,-2000.0
002486.SZ,20210715,20210630,首亏,-123.5001,-111.75,-1000.0,-500.0
000663.SZ,20210715,20210630,扭亏,188.69,204.52,2800.0,3300.0
000659.SZ,20210715,20210630,扭亏,172.5222,200.7252,1800.0,2500.0
002635.SZ,20210715,20210630,预减,-94.49,-91.79,2350.0,3500.0
002192.SZ,20210715,20210630,预增,274.57,461.86,1000.0,1500.0
000413.SZ,20210715,20210630,续亏,-60.5679,-7.0453,-144000.0,-96000.0
000410.SZ,20210715,20210630,续亏,49.91,55.47,-18000.0,-16000.0
000428.SZ,20210715,20210630,续亏,31.77,43.14,-15600.0,-13000.0
002173.SZ,20210715,20210630,续亏,53.23,66.33,-2500.0,-1800.0
000409.SZ,20210715,20210630,预减,-55.62,-55.62,1330.0,1330.0
002405.SZ,20210715,20210630,续亏,59.99,71.99,-6528.0,-4570.0
000506.SZ,20210715,20210630,续亏,-94.2615,-66.5099,-7000.0,-6000.0
000851.SZ,20210715,20210630,扭亏,107.85,110.27,650.0,850.0
002691.SZ,20210715,20210630,扭亏,241.1596,247.5759,1100.0,1150.0
002268.SZ,20210715,20210630,续亏,66.0,74.0,-4500.0,-3500.0
002366.SZ,20210715,20210630,续亏,10.15,10.15,-14800.0,-14800.0
002086.SZ,20210715,20210630,首亏,-292.21,-258.58,-4000.0,-3300.0
002684.SZ,20210715,20210630,续亏,-61.466,-37.1355,-73000.0,-62000.0
002666.SZ,20210715,20210630,预增,50.0,80.0,12453.0,14943.0
002662.SZ,20210715,20210630,预增,55.0,97.0,15000.0,19000.0
300007.SZ,20210715,20210630,略增,10.0,15.0,13609.0,14227.0
300643.SZ,20210715,20210630,预增,370.96,401.02,4700.0,5000.0
300785.SZ,20210715,20210630,略增,15.0,35.0,7883.0,9254.0
300850.SZ,20210715,20210630,预增,61.49,90.4,16200.0,19100.0
300661.SZ,20210715,20210630,预增,110.0,160.0,21958.0,27186.0
300160.SZ,20210715,20210630,略减,-20.0,-4.0,4600.0,5500.0
300463.SZ,20210715,20210630,预增,70.0,80.0,52747.0,55850.0
300756.SZ,20210715,20210630,扭亏,395.5384,479.2307,2260.0,2900.0
000679.SZ,20210715,20210630,首亏,-207.44,-188.25,-2800.0,-2300.0
002186.SZ,20210715,20210630,续亏,70.6926,73.0507,-4350.0,-4000.0
002348.SZ,20210715,20210630,续亏,-35.56,7.15,-4380.0,-3000.0
002419.SZ,20210715,20210630,预增,292.0,320.0,14000.0,15000.0
002564.SZ,20210715,20210630,扭亏,103.4042,104.4935,1250.0,1650.0
002547.SZ,20210715,20210630,续亏,3.8807,17.612,-17500.0,-15000.0
002929.SZ,20210715,20210630,预增,70.0,85.0,15310.0,16661.0
002044.SZ,20210715,20210630,续亏,45.04,48.87,-43000.0,-40000.0
000697.SZ,20210715,20210630,续亏,-1.1074,-1.1074,-12300.0,-12300.0
000711.SZ,20210715,20210630,续亏,-2.211,31.8594,-30000.0,-20000.0
000806.SZ,20210715,20210630,续亏,-1950.1046,-1335.0732,-10000.0,-7000.0
002061.SZ,20210715,20210630,略增,15.42,48.65,31600.0,40700.0
000917.SZ,20210715,20210630,扭亏,230.9766,296.4649,35000.0,52500.0
000966.SZ,20210715,20210630,续盈,-9.9,18.85,23500.0,31000.0
000971.SZ,20210715,20210630,首亏,-425.4875,-285.9929,-3500.0,-2000.0
002305.SZ,20210715,20210630,续亏,-43.67,-16.94,-43000.0,-35000.0
002314.SZ,20210715,20210630,扭亏,265.3,287.18,37785.0,42785.0
002433.SZ,20210715,20210630,预增,1867.22,1980.72,52000.0,55000.0
300168.SZ,20210715,20210630,扭亏,109.3812,114.0718,2000.0,3000.0
300443.SZ,20210715,20210630,预增,45.19,56.36,26000.0,28000.0
300348.SZ,20210715,20210630,预增,191.11,266.04,777.0,977.0
300592.SZ,20210715,20210630,续亏,-75.6893,-36.6472,-2250.0,-1750.0
300612.SZ,20210715,20210630,续亏,84.0469,89.0847,-380.0,-260.0
300759.SZ,20210715,20210630,略增,4.0,24.0,49812.0,59391.0
300135.SZ,20210715,20210630,扭亏,104.88,107.32,150.0,225.0
002291.SZ,20210715,20210630,续亏,42.2521,61.5014,-6000.0,-4000.0
002847.SZ,20210715,20210630,预减,-65.38,-57.68,4500.0,5500.0
000586.SZ,20210715,20210630,预增,741.93,1162.89,1200.0,1800.0
000592.SZ,20210715,20210630,预增,1408.61,2121.01,3600.0,5300.0
000972.SZ,20210715,20210630,续亏,-20.69,19.54,-5400.0,-3600.0
002514.SZ,20210715,20210630,扭亏,237.25,305.88,2800.0,4200.0
002178.SZ,20210715,20210630,续亏,33.458,55.6386,-1050.0,-700.0
002132.SZ,20210715,20210630,预增,102.28,147.23,9000.0,11000.0
002428.SZ,20210715,20210630,预增,164.59,230.74,1600.0,2000.0
002157.SZ,20210715,20210630,首亏,-159.99,-149.64,-145000.0,-120000.0
000606.SZ,20210715,20210630,预减,-52.58,-52.58,2500.0,2500.0
002453.SZ,20210715,20210630,预增,158.0,234.0,1700.0,2200.0
002341.SZ,20210715,20210630,续亏,-78.7101,-19.1401,-7500.0,-5000.0
002856.SZ,20210715,20210630,首亏,-747.64,-531.76,-1575.0,-1050.0
002824.SZ,20210715,20210630,预增,497.69,724.4,5800.0,8000.0
002836.SZ,20210715,20210630,预减,-60.0,-40.0,504.0,756.0
002785.SZ,20210715,20210630,预增,397.91,541.75,2250.0,2900.0
002506.SZ,20210715,20210630,续亏,-32.2,11.87,-27000.0,-18000.0
002331.SZ,20210715,20210630,预减,-74.7,-62.05,540.0,810.0
002356.SZ,20210715,20210630,续亏,-69.197,-12.9799,-15500.0,-10350.0
002321.SZ,20210715,20210630,续亏,51.2088,56.949,-17000.0,-15000.0
300783.SZ,20210715,20210630,预增,81.03,94.34,34000.0,36500.0
000429.SZ,20210715,20210630,预增,3004.3461,3693.9886,76429.0,93408.0
300133.SZ,20210715,20210630,预增,40.0,60.0,20618.0,23564.0
000509.SZ,20210715,20210630,扭亏,229.8008,273.0678,900.0,1200.0
002319.SZ,20210715,20210630,首亏,-1094.4065,-928.6721,-960.0,-800.0
002782.SZ,20210715,20210630,预减,-72.43,-65.53,4000.0,5000.0
002682.SZ,20210715,20210630,扭亏,136.34,143.6079,2500.0,3000.0
002661.SZ,20210715,20210630,预减,-82.93,-74.39,3800.0,5700.0
300543.SZ,20210715,20210630,预增,83.85,108.36,7500.0,8500.0
000798.SZ,20210715,20210630,扭亏,108.8393,111.6306,380.0,500.0
000839.SZ,20210715,20210630,续亏,-85.6377,-31.7429,-31000.0,-22000.0
300098.SZ,20210715,20210630,续亏,17.3198,40.1888,-4700.0,-3400.0
000752.SZ,20210715,20210630,续亏,71.4615,80.9744,-1140.0,-760.0
831152.BJ,20210715,20210630,预增,204.0,204.0,1904.0,1904.0
836957.BJ,20210715,20210630,略增,0.3613,0.3613,1838.0,1838.0
002581.SZ,20210715,20210630,扭亏,172.548,183.3761,6700.0,7700.0
300018.SZ,20210716,20210630,预增,4450.05,4480.06,5870.0,5909.0
300081.SZ,20210716,20210630,扭亏,120.51,129.48,800.0,1150.0
300675.SZ,20210716,20210630,预减,-75.35,-63.02,80.0,120.0
603259.SH,20210716,20210630,预增,53.0,55.0,262725.0,266159.0
603223.SH,20210716,20210630,预增,183.0,239.0,7180.0,8616.0
605358.SH,20210716,20210630,预增,166.37,182.11,20300.0,21500.0
600986.SH,20210716,20210630,预增,115.64,147.99,12000.0,13800.0
600688.SH,20210716,20210630,扭亏,164.6826,179.2508,111000.0,136000.0
603612.SH,20210716,20210630,预增,319.93,368.39,26000.0,29000.0
600755.SH,20210716,20210630,预增,60.0,75.0,226500.0,247700.0
603777.SH,20210716,20210630,预增,774.59,774.59,10795.0,10795.0
300498.SZ,20210716,20210630,首亏,-161.64,-154.41,-256000.0,-226000.0
300225.SZ,20210716,20210630,首亏,-236.7544,-197.6817,-2100.0,-1500.0
000518.SZ,20210716,20210630,首亏,-538.33,-538.33,-2760.0,-2760.0
603507.SH,20210716,20210630,预增,128.95,171.88,8000.0,9500.0
002581.SZ,20210716,20210630,扭亏,183.7551,225.6056,7735.0,11600.0
603613.SH,20210716,20210630,预增,83.76,85.96,20900.0,21150.0
603358.SH,20210716,20210630,预增,114.0,127.0,16800.0,17800.0
002610.SZ,20210716,20210630,首亏,-396.6941,-322.5206,-8000.0,-6000.0
601233.SH,20210716,20210630,预增,305.0,320.0,410000.0,425000.0
300673.SZ,20210716,20210630,预增,38.63,57.11,6000.0,6800.0
300787.SZ,20210716,20210630,略减,-43.0,-38.0,5000.0,5500.0
002770.SZ,20210716,20210630,扭亏,112.55,116.14,700.0,900.0
300579.SZ,20210716,20210630,扭亏,126.3047,133.8203,350.0,450.0
601827.SH,20210716,20210630,预增,96.0,139.0,66201.0,80912.0
000668.SZ,20210716,20210630,续亏,-97.81,-54.54,-3200.0,-2500.0
300520.SZ,20210716,20210630,预增,30.0,60.0,5100.0,6265.0
002652.SZ,20210716,20210630,扭亏,123.3236,129.1545,320.0,400.0
002198.SZ,20210716,20210630,扭亏,188.12,428.28,255.0,950.0
000415.SZ,20210716,20210630,续亏,52.27,76.14,-120000.0,-60000.0
300994.SZ,20210716,20210630,略增,6.51,23.51,6409.0,7432.0
301041.SZ,20210716,20210630,略增,32.99,43.19,2909.0,3132.0
300985.SZ,20210716,20210630,预减,-76.29,-72.9,2800.0,3200.0
837212.BJ,20210716,20210630,预增,49.77,71.17,2800.0,3200.0
688775.SH,20210716,20210630,预增,92.0,124.3,10700.0,12500.0
600367.SH,20210717,20210630,扭亏,1074.0069,1195.7577,6400.0,7200.0
600989.SH,20210717,20210630,预增,72.08,81.64,360000.0,380000.0
601600.SH,20210717,20210630,预增,8300.0,8300.0,300000.0,300000.0
600774.SH,20210717,20210630,扭亏,188.24,194.86,4000.0,4300.0
600121.SH,20210717,20210630,扭亏,134.772,134.772,10800.0,10800.0
688185.SH,20210717,20210630,扭亏,980.6112,1127.3797,90000.0,105000.0
605158.SH,20210717,20210630,预增,51.48,64.44,15200.0,16500.0
600138.SH,20210717,20210630,扭亏,121.4334,121.4334,3362.0,3362.0
605168.SH,20210717,20210630,预增,52.84,65.5,15700.0,17000.0
601375.SH,20210717,20210630,预增,583.27,712.92,21079.0,25079.0
600664.SH,20210717,20210630,扭亏,187.3622,204.8358,29118.0,34942.0
300397.SZ,20210717,20210630,首亏,-114.3992,-111.1994,-900.0,-700.0
300770.SZ,20210717,20210630,略增,10.0,25.0,33725.0,38324.0
300227.SZ,20210719,20210630,略增,10.0,40.0,4433.0,5642.0
603363.SH,20210719,20210630,首亏,-153.2677,-135.5118,-18000.0,-12000.0
300218.SZ,20210719,20210630,扭亏,511.22,542.37,6600.0,7100.0
300349.SZ,20210719,20210630,略增,15.0,30.0,13892.0,15704.0
601177.SH,20210720,20210630,预增,112.0,148.0,9800.0,11500.0
603108.SH,20210720,20210630,预增,75.33,93.31,19500.0,21500.0
600628.SH,20210720,20210630,预增,31166.02,31166.02,6100.0,6100.0
603456.SH,20210720,20210630,预增,105.0,120.0,26537.0,28478.0
688016.SH,20210720,20210630,预增,51.4,55.55,18250.0,18750.0
688378.SH,20210720,20210630,预增,129.74,144.1,9600.0,10200.0
603558.SH,20210720,20210630,预增,81.0,136.0,10008.0,12008.0
300354.SZ,20210720,20210630,预增,340.0,360.0,1527.0,1597.0
600858.SH,20210720,20210630,扭亏,132.0,132.0,6200.0,6200.0
002726.SZ,20210720,20210630,略增,0.0,5.0,30414.0,31935.0
300124.SZ,20210720,20210630,预增,95.0,125.0,151017.0,174250.0
300762.SZ,20210720,20210630,扭亏,250.9775,269.5933,1987.0,2232.0
603677.SH,20210720,20210630,预增,63.0,63.0,5000.0,5000.0
603956.SH,20210720,20210630,预增,135.5,135.5,6160.0,6160.0
688148.SH,20210720,20211231,略增,,,,
603809.SH,20210720,20210630,预增,53.0,61.0,12426.0,13126.0
603535.SH,20210720,20210630,略增,20.6573,26.8133,9800.0,10300.0
000950.SZ,20210720,20210630,略增,40.13,48.48,42000.0,44500.0
301185.SZ,20210720,20210630,扭亏,797.5475,847.3723,2800.0,3000.0
688156.SH,20210721,20210630,预增,889.32,991.66,2900.0,3200.0
600548.SH,20210721,20210630,预增,2633.0,2633.0,120000.0,120000.0
603330.SH,20210721,20210630,预增,627.0,659.0,6700.0,7000.0
300814.SZ,20210721,20210630,略减,-10.07,-3.07,4500.0,4850.0
605589.SH,20210721,20210630,略减,-10.97,-1.6,36155.0,39961.0
600368.SH,20210721,20210630,预增,1013.0,1013.0,39600.0,39600.0
603377.SH,20210721,20210630,预增,309.84,463.52,8000.0,11000.0
688108.SH,20210721,20210630,首亏,-360.02,-360.02,-8154.0,-8154.0
600578.SH,20210721,20210630,首亏,-135.8405,-135.8405,-30000.0,-30000.0
605090.SH,20210721,20210630,略增,14.88,17.82,39000.0,40000.0
601992.SH,20210721,20210630,略增,21.0,28.0,185000.0,195000.0
600323.SH,20210721,20210630,略增,30.0,38.0,59927.0,63615.0
600026.SH,20210721,20210630,预减,-84.01,-80.57,46500.0,56500.0
603015.SH,20210722,20210630,预增,110.0,120.0,5688.0,5960.0
603926.SH,20210722,20210630,预增,60.0,80.0,9544.0,10737.0
300527.SZ,20210722,20210630,扭亏,164.0,183.12,2127.0,2762.0
300546.SZ,20210722,20210630,续亏,-755.02,-494.8,-2300.0,-1600.0
300631.SZ,20210722,20210630,预减,-59.53,-42.86,850.0,1200.0
301042.SZ,20210722,20210630,略减,-12.57,-6.74,3000.0,3200.0
001211.SZ,20210722,20210630,预增,50.25,71.72,2800.0,3200.0
688779.SH,20210722,20210930,预增,1389.0,1485.0,51361.0,54670.0
600918.SH,20210722,20210630,略增,20.0,30.0,165975.0,179806.0
600505.SH,20210722,20210630,续亏,92.0734,92.0734,-274.0,-274.0
600707.SH,20210722,20210630,扭亏,260.9316,272.8525,270000.0,290000.0
832175.BJ,20210722,20210630,预增,112.62,116.78,2560.0,2610.0
688099.SH,20210723,20210630,扭亏,467.6158,499.5824,23000.0,25000.0
600129.SH,20210723,20210630,预增,683.0,683.0,8000.0,8000.0
300888.SZ,20210723,20210630,略减,-28.4,-24.8,73900.0,77600.0
601258.SH,20210723,20210630,预增,1056.37,1281.78,51300.0,61300.0
300867.SZ,20210723,20210630,预增,158.69,228.01,30600.0,38800.0
600558.SH,20210723,20210630,预增,60.0,80.0,4582.0,5152.0
603200.SH,20210723,20210630,预减,-60.0,-40.0,1600.0,2410.0
300964.SZ,20210723,20210630,略减,-17.73,-2.57,4013.0,4753.0
301043.SZ,20210723,20210630,略增,12.57,12.57,2575.0,2575.0
300223.SZ,20210723,20210630,预增,2631.64,3412.62,31335.0,40294.0
300005.SZ,20210723,20210630,扭亏,108.2697,110.3371,1200.0,1500.0
688032.SH,20210723,20210630,预增,140.0,183.0,6800.0,8000.0
600732.SH,20210724,20210630,首亏,-121.9413,-114.6275,-3000.0,-2000.0
603131.SH,20210724,20210630,预增,50.0,70.0,,
600261.SH,20210724,20210630,略增,0.0,10.0,27805.0,30585.0
300709.SZ,20210724,20210630,预减,-61.55,-47.81,1400.0,1900.0
605296.SH,20210724,20210630,略减,-43.93,-40.6,35300.0,37400.0
601800.SH,20210724,20210630,预增,109.7,139.01,854100.0,973500.0
600561.SH,20210724,20210630,扭亏,104.3604,105.8138,900.0,1200.0
600521.SH,20210724,20210630,略减,-14.0,-5.0,50000.0,55000.0
300798.SZ,20210726,20210630,预增,1000.0,1200.0,3294.0,3893.0
605009.SH,20210726,20210630,略减,-49.42,-44.09,19000.0,21000.0
301045.SZ,20210727,20210630,略增,4.32,30.96,4700.0,5900.0
688138.SH,20210727,20210630,预减,-51.14,-46.08,1930.0,2130.0
600348.SH,20210727,20210630,预增,51.31,70.72,109113.0,123113.0
603197.SH,20210727,20210630,预增,77.32,112.78,11500.0,13800.0
688183.SH,20210727,20210630,预减,-57.24,-56.57,12699.0,12899.0
600180.SH,20210727,20210630,预增,83.67,104.08,27000.0,30000.0
600183.SH,20210727,20210630,预增,70.0,72.0,140000.0,142000.0
603067.SH,20210727,20210630,预增,75.0,85.0,14243.0,15057.0
