ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max
300146.SZ,20200101,20191231,首亏,-136.9193,-136.4204,-37000.0,-36500.0
830974.BJ,20200101,20191231,预增,160.13,187.8,4700.0,5200.0
600519.SH,20200102,20191231,略增,15.0,15.0,4050000.0,4050000.0
300248.SZ,20200103,20191231,预增,50.0,70.0,14417.0,16339.0
002861.SZ,20200103,20191231,略增,7.77,13.97,6950.0,7350.0
688026.SH,20200103,20191231,略增,17.35,24.92,6200.0,6600.0
300371.SZ,20200103,20191231,略增,20.0,45.0,9788.0,11827.0
000661.SZ,20200103,20191231,略增,20.1403,35.1578,161039.0,181169.0
688189.SH,20200103,20191231,略增,32.16,44.36,7074.0,7727.0
000563.SZ,20200104,20191231,预增,81.4,81.4,57953.0,57953.0
300446.SZ,20200104,20191231,续盈,-10.0,10.0,9276.0,11337.0
300122.SZ,20200104,20191231,预增,55.0,75.0,224962.0,253989.0
300481.SZ,20200104,20191231,略增,30.0,50.0,13731.0,15843.0
300560.SZ,20200104,20191231,续盈,-15.0,15.0,4973.0,6728.0
300596.SZ,20200104,20191231,预增,55.38,70.92,30000.0,33000.0
600223.SH,20200104,20191231,预增,80.0,120.0,29171.0,35653.0
002299.SZ,20200104,20191231,预增,171.01,178.98,408000.0,420000.0
000703.SZ,20200104,20191231,预增,42.71,58.0,280000.0,310000.0
300260.SZ,20200104,20191231,预增,55.33,81.22,6000.0,7000.0
300429.SZ,20200104,20191231,续盈,-10.0,10.0,13190.0,16122.0
300365.SZ,20200104,20191231,略增,10.0,35.0,29879.0,36670.0
603189.SH,20200104,20191231,预增,325.32,425.39,3400.0,4200.0
002945.SZ,20200106,20191231,略增,25.29,31.09,43183.0,45183.0
688159.SH,20200106,20191231,略增,37.95,51.74,6000.0,6600.0
688266.SH,20200106,20191231,续亏,-6.6458,5.7847,-46934.0,-41463.0
300815.SZ,20200106,20191231,预增,56.55,72.52,28559.0,31473.0
002476.SZ,20200106,20191231,扭亏,131.4291,146.9544,8300.0,12400.0
002007.SZ,20200106,20191231,略增,10.0,20.0,125346.0,136742.0
002701.SZ,20200106,20191231,预增,197.27,246.08,67000.0,78000.0
000690.SZ,20200106,20191231,预增,49.06,98.75,69000.0,92000.0
603916.SH,20200107,20191231,略增,25.0,35.0,33540.0,36240.0
300584.SZ,20200107,20191231,略增,10.0,20.0,9155.0,9987.0
300114.SZ,20200107,20191231,略增,30.0,45.0,20305.0,22648.0
000739.SZ,20200107,20191231,预增,43.02,56.52,53000.0,58000.0
600623.SH,20200107,20191231,预减,-69.56,-64.03,55000.0,65000.0
300498.SZ,20200107,20191231,预增,249.97,261.35,1385000.0,1430000.0
000829.SZ,20200107,20191231,扭亏,123.8423,130.3447,5500.0,7000.0
688298.SH,20200107,20191231,略增,25.44,25.44,8200.0,8200.0
603290.SH,20200107,20191231,略增,24.02,35.29,11000.0,12000.0
603195.SH,20200107,20191231,预增,37.19,51.64,230057.0,254273.0
300145.SZ,20200107,20191231,预减,-95.35,-89.54,2000.0,4500.0
000672.SZ,20200107,20191231,预增,53.0,60.0,225000.0,235000.0
000856.SZ,20200107,20191231,续盈,-13.19,8.52,2000.0,2500.0
002833.SZ,20200107,20191231,略增,10.95,18.35,30000.0,32000.0
000401.SZ,20200107,20191231,略增,41.03,46.29,268000.0,278000.0
000966.SZ,20200108,20191231,预增,164.51,194.22,55200.0,61400.0
300462.SZ,20200108,20191231,预增,450.0,480.0,28934.0,30512.0
002177.SZ,20200108,20191231,扭亏,149.5689,173.826,4700.0,7000.0
002302.SZ,20200108,20191231,预增,83.0,133.0,55520.0,70690.0
601992.SH,20200108,20191231,略增,7.0,20.0,350000.0,390000.0
002065.SZ,20200108,20191231,略减,-26.0,-13.0,60000.0,70000.0
300496.SZ,20200108,20191231,预增,40.59,52.77,23100.0,25100.0
002324.SZ,20200108,20191231,预增,130.0,180.0,16633.0,20249.0
300403.SZ,20200108,20191231,续盈,-3.0,1.0,15788.0,16439.0
688518.SH,20200108,20191231,续盈,-2.85,6.74,8100.0,8900.0
300749.SZ,20200108,20191231,略增,0.0,15.0,7651.0,8799.0
300738.SZ,20200108,20191231,预增,70.56,81.6,9880.0,10520.0
000791.SZ,20200108,20191231,略减,-17.56,-11.38,40000.0,43000.0
600396.SH,20200108,20191231,扭亏,108.9206,110.2931,6500.0,7500.0
300036.SZ,20200108,20191231,略增,16.0,34.0,19500.0,22500.0
300384.SZ,20200108,20191231,预增,60.0,70.0,18095.0,19226.0
002008.SZ,20200109,20191231,预减,-63.0,-58.0,63589.0,72182.0
603127.SH,20200109,20191231,预增,40.0,60.0,15167.0,17334.0
300639.SZ,20200109,20191231,略增,23.0,32.0,14032.0,15059.0
300601.SZ,20200109,20191231,略增,26.24,35.42,55000.0,59000.0
300179.SZ,20200109,20191231,预增,78.0,94.0,11500.0,12500.0
603758.SH,20200109,20191231,扭亏,272.8198,319.9525,11000.0,14000.0
300019.SZ,20200109,20191231,预增,95.0,115.0,12700.0,14000.0
300117.SZ,20200109,20191231,略减,-28.48,-11.46,4200.0,5200.0
002107.SZ,20200109,20191231,预增,95.0,142.0,8902.0,11048.0
300387.SZ,20200109,20191231,预增,30.72,60.53,8550.0,10500.0
300160.SZ,20200109,20191231,扭亏,151.9024,154.0471,12100.0,12600.0
000790.SZ,20200110,20191231,预增,92.5,118.16,6000.0,6800.0
002388.SZ,20200110,20191231,预增,39.91,71.0,4500.0,5500.0
300625.SZ,20200110,20191231,略增,30.0,50.0,23435.0,27040.0
300425.SZ,20200110,20191231,略增,10.0,30.0,15109.0,17856.0
300327.SZ,20200110,20191231,略增,10.0,15.0,18512.0,19353.0
688299.SH,20200110,20191231,预增,55.0,75.0,13776.0,15553.0
603893.SH,20200110,20191231,略增,3.56,17.87,19900.0,22649.0
603588.SH,20200110,20191231,略增,23.0,32.0,40000.0,43000.0
603877.SH,20200110,20191231,略减,-4.0,-4.0,55000.0,55000.0
002641.SZ,20200110,20191231,预增,100.0,120.0,48934.0,53827.0
603613.SH,20200110,20191231,预增,60.88,70.46,15100.0,16000.0
300331.SZ,20200110,20191231,预增,35.0,65.0,8374.0,10234.0
603218.SH,20200110,20191231,预增,73.0,85.0,48536.0,51903.0
300428.SZ,20200110,20191231,略增,10.0,30.0,42920.0,50723.0
000090.SZ,20200110,20191231,预增,40.0,60.0,109420.0,125000.0
000058.SZ,20200110,20191231,预增,133.37,133.37,6500.0,6500.0
000513.SZ,20200110,20191231,略增,15.0,25.0,124450.0,135272.0
002916.SZ,20200111,20191231,预增,65.0,85.0,115047.0,128992.0
002448.SZ,20200111,20191231,预减,-70.0,-60.0,8441.0,11255.0
002554.SZ,20200111,20191231,扭亏,115.1708,119.2164,7500.0,9500.0
002151.SZ,20200111,20191231,首亏,-709.4253,-615.6676,-65000.0,-55000.0
002812.SZ,20200111,20191231,预增,49.75,74.71,77636.0,90575.0
300699.SZ,20200111,20191231,略增,33.0,43.0,50085.0,53851.0
300193.SZ,20200111,20191231,略增,5.0,10.0,20032.0,20986.0
603368.SH,20200111,20191231,略增,28.74,38.21,68000.0,73000.0
603333.SH,20200111,20191231,预增,70.0,90.0,10000.0,11000.0
300941.SZ,20200111,20191231,预增,46.5,54.01,9750.0,10250.0
300347.SZ,20200111,20191231,预增,68.45,91.13,79539.0,90249.0
000792.SZ,20200111,20191231,续亏,-1269.4611,-1153.405,-4720000.0,-4320000.0
002124.SZ,20200111,20191231,扭亏,119.23,127.97,11000.0,16000.0
002047.SZ,20200111,20191231,续盈,-30.0,5.0,19958.0,29937.0
300063.SZ,20200111,20191231,扭亏,107.5076,108.0597,6800.0,7300.0
000688.SZ,20200111,20191231,预减,-60.5,-49.39,16000.0,20500.0
300755.SZ,20200111,20191231,略增,33.41,43.64,30000.0,32300.0
300087.SZ,20200111,20191231,略增,20.02,41.97,8200.0,9700.0
300303.SZ,20200111,20191231,预增,85.0,115.0,29564.0,34358.0
603033.SH,20200111,20191231,预增,168.55,217.38,22000.0,26000.0
600801.SH,20200111,20191231,略增,18.0,28.0,609145.0,660945.0
601888.SH,20200111,20191231,预增,50.0,50.0,465384.0,465384.0
300172.SZ,20200111,20191231,略增,10.0,30.0,13448.0,15893.0
600079.SH,20200111,20191231,扭亏,131.81,140.2927,75000.0,95000.0
300545.SZ,20200111,20191231,续盈,-6.18,5.55,8000.0,9000.0
603505.SH,20200111,20191231,预增,50.0,70.0,20664.0,23364.0
600456.SH,20200111,20191231,预增,75.0,75.0,24800.0,24800.0
000859.SZ,20200111,20191231,略减,-31.0,-12.0,7000.0,9000.0
300703.SZ,20200111,20191231,略增,28.04,48.46,10660.0,12360.0
300664.SZ,20200111,20191231,预增,72.37,81.29,29000.0,30500.0
300330.SZ,20200111,20191231,扭亏,110.3595,131.0786,200.0,600.0
601377.SH,20200111,20191231,预增,1008.2537,1229.9044,150000.0,180000.0
002163.SZ,20200111,20191231,预增,22.52,68.46,4000.0,5500.0
002204.SZ,20200111,20191231,预增,140.37,257.31,3700.0,5500.0
603773.SH,20200111,20191231,预减,,,,
600703.SH,20200111,20191231,预减,-55.0,-45.0,127356.0,155656.0
603110.SH,20200111,20191231,预增,50.0,70.0,4920.0,5577.0
000573.SZ,20200111,20191231,预增,5.67,55.63,5500.0,8100.0
830809.BJ,20200111,20191231,首亏,-665.0204,-534.6311,-26000.0,-20000.0
000678.SZ,20200113,20191231,扭亏,125.1323,125.1323,1500.0,1500.0
300066.SZ,20200113,20191231,预增,85.0,115.0,18093.0,21027.0
002829.SZ,20200113,20191231,略减,-48.68,-35.18,950.0,1200.0
002582.SZ,20200113,20191231,略增,20.0,36.0,15549.0,17622.0
688186.SH,20200113,20191231,略增,1.21,4.18,13600.0,14000.0
300660.SZ,20200113,20191231,略增,15.0,35.0,23048.0,27057.0
300440.SZ,20200113,20191231,略增,20.0,40.0,12639.0,14745.0
000613.SZ,20200113,20191231,预增,37.76,83.68,90.0,120.0
300577.SZ,20200113,20191231,略增,30.0,40.0,22585.0,24323.0
688080.SH,20200114,20191231,略增,8.88,17.48,5068.0,5468.0
688398.SH,20200114,20191231,预增,81.91,89.14,7397.0,7691.0
603719.SH,20200114,20191231,略增,40.02,53.43,33400.0,36600.0
002975.SZ,20200114,20191231,略增,36.17,45.13,15200.0,16200.0
603776.SH,20200114,20191231,预增,310.0,350.0,48790.0,53550.0
603327.SH,20200114,20191231,预增,55.0,75.0,24693.0,27879.0
601677.SH,20200114,20191231,预增,90.0,90.0,93900.0,93900.0
300121.SZ,20200114,20191231,预减,-52.0,-42.0,17628.0,21300.0
603336.SH,20200114,20191231,略增,8.0,28.0,6930.0,8214.0
002300.SZ,20200114,20191231,预增,55.0,85.0,17491.0,20876.0
000589.SZ,20200114,20191231,预增,47.44,87.13,13000.0,16500.0
300196.SZ,20200114,20191231,略增,8.71,21.64,28600.0,32000.0
300321.SZ,20200114,20191231,略增,20.0,50.0,3456.0,4320.0
002653.SZ,20200114,20191231,预增,50.05,56.05,50000.0,52000.0
002521.SZ,20200114,20191231,预增,100.0,150.0,11671.0,14588.0
002848.SZ,20200114,20191231,扭亏,112.1003,118.1504,900.0,1350.0
300628.SZ,20200114,20191231,略增,40.0,50.0,119206.0,127721.0
000961.SZ,20200114,20191231,预增,80.0,110.0,394700.0,460500.0
002909.SZ,20200114,20191231,预增,300.17,380.2,7500.0,9000.0
603977.SH,20200114,20191231,预增,100.0,130.0,14068.0,16178.0
600345.SH,20200114,20191231,预减,-55.0,-46.0,10452.0,12506.0
600161.SH,20200114,20191231,略增,21.0,21.0,61423.0,61423.0
601168.SH,20200114,20191231,扭亏,148.4709,148.4709,100000.0,100000.0
600104.SH,20200114,20191231,略减,-28.9,-28.9,2560000.0,2560000.0
300651.SZ,20200114,20191231,略增,13.28,30.27,4000.0,4600.0
000626.SZ,20200114,20191231,预增,152.0,236.0,12000.0,16000.0
300390.SZ,20200114,20191231,略增,15.0,35.0,5782.0,6787.0
300105.SZ,20200114,20191231,预增,43.88,73.85,1200.0,1450.0
002277.SZ,20200114,20191231,略减,-50.0,-20.0,,
002772.SZ,20200114,20191231,略减,-42.83,-33.0,6400.0,7500.0
688196.SH,20200114,20191231,预增,53.01,53.01,20456.0,20456.0
300207.SZ,20200114,20191231,略增,5.0,30.0,73652.0,91188.0
300505.SZ,20200114,20191231,略增,10.0,30.0,7052.0,8334.0
300413.SZ,20200114,20191231,略增,27.08,38.64,110000.0,120000.0
603010.SH,20200114,20191231,预增,50.0,80.0,16126.0,19352.0
603326.SH,20200114,20191231,预增,40.0,55.0,14256.0,15784.0
300607.SZ,20200114,20191231,略增,4.76,28.04,18000.0,22000.0
002097.SZ,20200114,20191231,略增,10.0,20.0,47220.0,51513.0
300487.SZ,20200114,20191231,预增,70.0,100.0,24350.0,28647.0
002432.SZ,20200114,20191231,预增,372.93,530.58,6000.0,8000.0
300731.SZ,20200114,20191231,略增,0.43,15.1,4450.0,5100.0
300572.SZ,20200114,20191231,预增,47.65,63.61,18500.0,20500.0
000048.SZ,20200114,20191231,预增,117.19,174.35,95000.0,120000.0
300552.SZ,20200114,20191231,预增,10984.92,13849.56,72899.0,91738.0
300782.SZ,20200114,20191231,预增,193.22,212.94,47600.0,50800.0
002756.SZ,20200114,20191231,略减,-10.0,0.0,34857.0,38730.0
000591.SZ,20200114,20191231,略增,0.91,7.87,87000.0,93000.0
430090.BJ,20200114,20191231,预增,187.08,234.93,3000.0,3500.0
300054.SZ,20200115,20191231,预减,-95.0,-80.0,1466.0,5863.0
000929.SZ,20200115,20191231,扭亏,122.2056,128.1271,1500.0,1900.0
600726.SH,20200115,20191231,扭亏,109.844,109.844,7500.0,7500.0
300553.SZ,20200115,20191231,略增,25.0,40.0,2046.0,2292.0
300511.SZ,20200115,20191231,预增,35.35,65.06,20500.0,25000.0
300645.SZ,20200115,20191231,续盈,-6.66,3.27,4700.0,5200.0
603878.SH,20200115,20191231,预增,59.71,59.71,31803.0,31803.0
601058.SH,20200115,20191231,预增,79.6,79.6,120000.0,120000.0
603712.SH,20200115,20191231,预增,49.0,69.0,33500.0,38000.0
300067.SZ,20200115,20191231,略增,15.0,30.0,15902.0,17976.0
300407.SZ,20200115,20191231,预增,426.18,453.16,7800.0,8200.0
300155.SZ,20200115,20191231,预增,134.31,164.31,6391.0,7209.0
300630.SZ,20200115,20191231,预增,50.0,70.0,27214.0,30843.0
603966.SH,20200115,20191231,预增,50.0,65.0,9889.0,10878.0
000969.SZ,20200115,20191231,扭亏,164.32,178.1,14000.0,17000.0
600241.SH,20200115,20191231,续亏,-48.1488,-48.1488,-25900.0,-25900.0
000629.SZ,20200115,20191231,预减,-55.0,-53.0,140000.0,146000.0
000950.SZ,20200115,20191231,略增,8.59,15.83,75000.0,80000.0
600846.SH,20200115,20191231,预增,90.0,110.0,57124.0,63124.0
002714.SZ,20200115,20191231,预增,1053.38,1130.28,600000.0,640000.0
300349.SZ,20200115,20191231,略减,-20.0,-10.0,39845.0,44826.0
300479.SZ,20200115,20191231,预增,80.0,100.0,1859.0,2066.0
300608.SZ,20200115,20191231,略增,1.97,10.18,8700.0,9400.0
300529.SZ,20200115,20191231,略增,30.0,50.0,52257.0,60297.0
300737.SZ,20200115,20191231,预增,80.0,110.0,33348.0,38906.0
002365.SZ,20200115,20191231,预减,-55.0,-45.0,8036.0,9822.0
300816.SZ,20200115,20191231,略增,14.84,32.15,9519.0,10953.0
300452.SZ,20200115,20191231,略增,10.0,30.0,7712.0,9114.0
300406.SZ,20200115,20191231,略增,10.0,20.0,33073.0,36080.0
300658.SZ,20200115,20191231,预增,50.0,80.0,7292.0,8750.0
300320.SZ,20200115,20191231,略增,25.0,40.0,20873.0,23378.0
603737.SH,20200115,20191231,预增,69.0,89.0,37600.0,42000.0
300592.SZ,20200115,20191231,预减,-55.39,-25.39,700.0,1171.0
300239.SZ,20200115,20191231,略增,0.07,8.9,3400.0,3700.0
600595.SH,20200115,20191231,扭亏,103.9307,105.896,10000.0,15000.0
300212.SZ,20200115,20191231,略增,25.0,45.0,37806.0,43855.0
300132.SZ,20200115,20191231,略增,11.4,22.39,44600.0,49000.0
600446.SH,20200115,20191231,扭亏,292.7422,306.4659,22428.0,24025.0
002846.SZ,20200115,20191231,预增,73.3,101.79,7300.0,8500.0
300474.SZ,20200115,20191231,略增,8.93,26.5,15500.0,18000.0
300192.SZ,20200115,20191231,预增,175.0,205.0,7700.0,8540.0
300595.SZ,20200115,20191231,略增,30.0,50.0,28112.0,32436.0
300721.SZ,20200115,20191231,预减,-91.6,-72.01,300.0,1000.0
300535.SZ,20200115,20191231,略减,-10.64,-0.98,3700.0,4100.0
600719.SH,20200115,20191231,预增,269.4303,343.3164,1000.0,1200.0
300290.SZ,20200115,20191231,预增,110.0,140.0,4289.0,4902.0
600999.SH,20200115,20191231,预增,60.0,70.0,707998.0,752248.0
002630.SZ,20200115,20191231,扭亏,114.0628,121.0943,2000.0,3000.0
300068.SZ,20200115,20191231,预增,50.0,80.0,36303.0,43564.0
603330.SH,20200115,20191231,预减,-46.0,-32.0,1900.0,2400.0
300606.SZ,20200115,20191231,略增,15.66,21.26,6200.0,6500.0
300582.SZ,20200115,20191231,预增,30.0,60.0,9137.0,11245.0
600074.SH,20200115,20191231,续亏,39.602,47.9011,-102018.0,-88000.0
600720.SH,20200115,20191231,预增,85.0,85.0,121000.0,121000.0
000027.SZ,20200115,20191231,预增,95.0,168.0,135000.0,185000.0
600495.SH,20200115,20191231,预增,60.0,80.0,5715.0,6430.0
603606.SH,20200115,20191231,预增,165.0,165.0,45500.0,45500.0
002666.SZ,20200115,20191231,预增,40.0,70.0,20276.0,24621.0
002509.SZ,20200115,20191231,续亏,-574.8547,-378.0214,-304727.0,-215848.0
002773.SZ,20200115,20191231,略增,0.0,10.0,69494.0,76444.0
002960.SZ,20200115,20191231,略增,1.73,10.45,35000.0,38000.0
002590.SZ,20200115,20191231,扭亏,373.2071,503.6014,8800.0,13000.0
300363.SZ,20200115,20191231,预增,37.0,53.0,17000.0,19000.0
300020.SZ,20200115,20191231,预增,391.6,505.05,13000.0,16000.0
300108.SZ,20200115,20191231,首亏,-794.6371,-792.3293,-150500.0,-150000.0
000818.SZ,20200116,20200331,续盈,-11.05,17.99,9800.0,13000.0
300286.SZ,20200116,20191231,略增,10.0,30.0,10681.0,12623.0
600331.SH,20200116,20191231,扭亏,102.4326,103.1811,6500.0,8500.0
601233.SH,20200116,20191231,略增,32.0,41.0,280000.0,300000.0
603609.SH,20200116,20191231,预增,102.92,108.36,112000.0,115000.0
603369.SH,20200116,20191231,略增,20.0,30.0,138100.0,149600.0
000035.SZ,20200116,20191231,略增,8.1006,14.3673,69000.0,73000.0
688388.SH,20200116,20191231,预增,78.22,95.79,31443.0,34543.0
000157.SZ,20200116,20191231,预增,112.89,122.79,430000.0,450000.0
600571.SH,20200116,20191231,预增,100.0,120.0,5499.0,6049.0
603269.SH,20200116,20191231,略增,47.34,47.34,4890.0,4890.0
300453.SZ,20200116,20191231,略增,30.0,50.0,5350.0,6173.0
603008.SH,20200116,20191231,扭亏,186.7051,202.6771,38000.0,45000.0
000544.SZ,20200116,20191231,略增,1.37,15.85,42000.0,48000.0
002637.SZ,20200116,20191231,预增,79.7,127.99,32000.0,40600.0
002279.SZ,20200116,20191231,扭亏,103.5652,105.3478,3000.0,4500.0
002548.SZ,20200116,20191231,扭亏,141.7859,159.1967,12000.0,17000.0
002438.SZ,20200116,20191231,预增,60.0,90.0,16535.0,19635.0
300589.SZ,20200116,20191231,略增,10.0,30.0,3424.0,4047.0
300650.SZ,20200116,20191231,续盈,-15.0,15.0,4875.0,6595.0
300687.SZ,20200116,20191231,略减,-46.28,-28.66,6100.0,8100.0
300163.SZ,20200116,20191231,扭亏,113.58,116.01,2737.0,3227.0
688278.SH,20200116,20191231,预增,287.45,324.94,6200.0,6800.0
300296.SZ,20200116,20191231,略减,-48.6,-32.78,65000.0,85000.0
300631.SZ,20200116,20191231,续盈,-7.0,8.0,5116.0,5941.0
300587.SZ,20200116,20191231,预增,47.49,57.75,11500.0,12300.0
300092.SZ,20200116,20191231,预增,541.63,571.18,4388.0,4590.0
300412.SZ,20200116,20191231,预增,50.0,80.0,5045.0,6054.0
300005.SZ,20200116,20191231,扭亏,161.0149,163.7634,11100.0,11600.0
002522.SZ,20200116,20191231,预增,70.0,120.0,6106.0,7902.0
002519.SZ,20200116,20191231,扭亏,113.7147,115.0862,16000.0,17600.0
002796.SZ,20200116,20191231,预增,85.15,134.53,9000.0,11400.0
002746.SZ,20200116,20191231,预增,136.34,161.22,95000.0,105000.0
300618.SZ,20200116,20191231,预减,-98.59,-97.88,1000.0,1500.0
300058.SZ,20200116,20191231,预增,79.97,92.82,70000.0,75000.0
300594.SZ,20200116,20191231,略增,0.0,15.0,7629.0,8773.0
600520.SH,20200116,20191231,首亏,-1686.11,-1388.71,-8000.0,-6500.0
300516.SZ,20200116,20191231,续盈,-5.0,5.0,5955.0,6582.0
600550.SH,20200116,20191231,扭亏,101.8371,101.8371,1500.0,1500.0
300397.SZ,20200116,20191231,扭亏,148.1742,151.1116,8200.0,8700.0
000600.SZ,20200116,20191231,略增,45.89,45.89,63000.0,63000.0
000915.SZ,20200116,20191231,预增,50.0,60.0,19500.0,20750.0
000809.SZ,20200116,20191231,首亏,-213.8037,-182.7663,-11000.0,-8000.0
000822.SZ,20200116,20191231,预减,-76.13,-69.31,14000.0,18000.0
000767.SZ,20200116,20191231,预减,-85.9106,-79.6486,4500.0,6500.0
300402.SZ,20200116,20191231,预增,108.37,135.69,3050.0,3450.0
600853.SH,20200116,20191231,预增,46.28,55.17,21400.0,22700.0
002534.SZ,20200116,20191231,预增,31.0,72.0,32000.0,42000.0
600683.SH,20200116,20191231,预减,-80.72,-80.72,6900.0,6900.0
600496.SH,20200116,20191231,预增,109.0,131.0,38000.0,42000.0
600848.SH,20200116,20191231,略增,7.0,14.0,131000.0,140000.0
600880.SH,20200116,20191231,扭亏,107.7263,107.7263,6500.0,6500.0
603638.SH,20200116,20191231,预增,53.0,53.0,34517.0,34517.0
603833.SH,20200116,20191231,略增,15.0,25.0,180764.0,196482.0
600281.SH,20200116,20191231,扭亏,130.4392,143.4845,3500.0,5000.0
600246.SH,20200116,20191231,预增,68.0,100.0,55000.0,65000.0
300072.SZ,20200116,20191231,预减,-82.2,-74.28,9000.0,13000.0
300733.SZ,20200116,20191231,预减,-61.01,-53.51,2600.0,3100.0
300375.SZ,20200116,20191231,略增,14.1,39.46,13500.0,16500.0
300082.SZ,20200116,20191231,略增,5.93,12.07,34500.0,36500.0
000973.SZ,20200116,20191231,预减,-74.17,-61.25,3000.0,4500.0
000709.SZ,20200116,20191231,略减,-36.58,-25.54,230000.0,270000.0
000049.SZ,20200116,20191231,略增,17.1,29.56,47000.0,52000.0
002015.SZ,20200116,20191231,预增,50.68,95.88,50000.0,65000.0
000403.SZ,20200116,20191231,预增,90.0,120.0,15196.0,17596.0
300134.SZ,20200116,20191231,首亏,-1820.1881,-1799.9506,-42500.0,-42000.0
300508.SZ,20200116,20191231,扭亏,334.0725,352.3058,6419.0,6919.0
002473.SZ,20200116,20191231,首亏,-886.4238,-696.0265,-9500.0,-7200.0
300041.SZ,20200116,20191231,略增,30.0,45.0,15439.0,17221.0
300409.SZ,20200116,20191231,预减,-90.91,-86.37,2000.0,3000.0
300617.SZ,20200117,20200331,预增,90.4,114.2,4000.0,4500.0
000047.SZ,20200117,20191231,续亏,,,,
300543.SZ,20200117,20191231,预增,95.18,124.34,8700.0,10000.0
300569.SZ,20200117,20191231,预增,150.0,180.0,25584.0,28654.0
000885.SZ,20200117,20191231,略增,1.27,28.95,58900.0,75000.0
300034.SZ,20200117,20191231,略增,26.43,49.84,13500.0,16000.0
300711.SZ,20200117,20191231,略增,0.2,29.97,1565.0,2030.0
300769.SZ,20200117,20191231,略增,0.0,15.0,9850.0,11280.0
300265.SZ,20200117,20191231,略增,0.0,25.0,3732.0,4665.0
000518.SZ,20200117,20191231,扭亏,144.16,144.16,1300.0,1300.0
300727.SZ,20200117,20191231,略减,-24.43,-19.89,5000.0,5300.0
300593.SZ,20200117,20191231,预增,67.62,84.38,6000.0,6600.0
000908.SZ,20200117,20191231,首亏,-555.0,-447.94,-85000.0,-65000.0
300702.SZ,20200117,20191231,预增,245.22,275.16,56500.0,61400.0
000583.SZ,20200117,20191231,不确定,,,0.0,0.0
688036.SH,20200117,20191231,预增,154.1,186.31,167037.0,188211.0
002531.SZ,20200117,20191231,预增,50.0,70.0,70446.0,79838.0
002295.SZ,20200117,20191231,略增,2.52,17.17,4900.0,5600.0
600764.SH,20200117,20191231,略增,25.0,25.0,64799.0,64799.0
300219.SZ,20200117,20191231,首亏,-518.4283,-516.0345,-87400.0,-86900.0
002896.SZ,20200117,20191231,略减,-31.4,-14.2,5000.0,6250.0
002613.SZ,20200117,20191231,预减,-57.04,-35.57,1600.0,2400.0
002006.SZ,20200117,20191231,首亏,-2367.9297,-1670.1052,-13000.0,-9000.0
600449.SH,20200117,20191231,预增,68.0,80.0,72000.0,77000.0
002757.SZ,20200117,20191231,略增,22.25,34.48,20000.0,22000.0
002826.SZ,20200117,20191231,预增,30.0,60.0,3283.0,4041.0
002895.SZ,20200117,20191231,预增,120.0,150.0,16987.0,19304.0
002760.SZ,20200117,20191231,预增,96.97,146.21,6000.0,7500.0
300424.SZ,20200117,20191231,预增,45.0,75.0,7294.0,8803.0
002010.SZ,20200117,20191231,预增,70.94,91.7,140000.0,157000.0
002967.SZ,20200117,20191231,预增,18.93,51.73,14500.0,18500.0
603041.SH,20200117,20191231,预增,70.0,90.0,6940.0,7756.0
603309.SH,20200117,20191231,预增,69.0,100.0,11040.0,13040.0
600157.SH,20200117,20191231,预增,112.38,157.89,14000.0,17000.0
300679.SZ,20200117,20191231,略减,-32.46,-16.62,16200.0,20000.0
300458.SZ,20200117,20191231,略增,6.66,18.52,12600.0,14000.0
002483.SZ,20200117,20191231,预增,90.0,140.0,12441.0,15715.0
002774.SZ,20200117,20191231,预减,-73.52,-60.98,1900.0,2800.0
600569.SH,20200117,20191231,预减,-86.0,-79.53,26000.0,38000.0
603586.SH,20200117,20191231,预增,140.85,140.85,21278.0,21278.0
603499.SH,20200117,20191231,预减,-69.83,-50.07,1450.0,2400.0
600847.SH,20200117,20191231,扭亏,103.1969,106.3939,500.0,1000.0
603797.SH,20200117,20191231,预增,112.16,154.32,15600.0,18700.0
603733.SH,20200117,20191231,预增,40.21,53.89,41000.0,45000.0
603700.SH,20200117,20191231,预增,50.0,70.0,20581.0,23326.0
603600.SH,20200117,20191231,预增,65.0,85.0,17146.0,19224.0
688101.SH,20200117,20191231,预增,51.2,51.2,27415.0,27415.0
688208.SH,20200117,20191231,略减,-15.72,-6.49,28300.0,31400.0
000670.SZ,20200117,20191231,续亏,-12.5,-12.5,-20000.0,-20000.0
600368.SH,20200117,20191231,预增,101.5,115.0,85463.0,91313.0
300513.SZ,20200117,20191231,略增,20.0,50.0,13744.0,17179.0
300659.SZ,20200117,20191231,预增,154.51,182.78,10800.0,12000.0
600588.SH,20200117,20191231,预增,70.0,110.0,104062.0,128547.0
000691.SZ,20200117,20191231,首亏,-215.43,-188.16,-1270.0,-970.0
000932.SZ,20200117,20191231,略减,-38.05,-32.15,420000.0,460000.0
000977.SZ,20200117,20191231,略增,30.0,50.0,85618.0,98790.0
600988.SH,20200117,20191231,扭亏,287.0387,287.0387,24885.0,24885.0
002596.SZ,20200117,20191231,首亏,-411.1566,-329.2733,-38000.0,-28000.0
300410.SZ,20200117,20191231,首亏,-4828.0486,-4532.5455,-80000.0,-75000.0
000018.SZ,20200117,20191231,续亏,-134.64,-105.31,-400000.0,-350000.0
